馬名,全体過去平均着順,前走着順,出走回数,前走脚質_num,前走上がり3F,過去平均上がり3F
アッシュルバニパル,4.375,10.0,9,4.0,35.0,4.375
アッセクシー,8.0,8.0,1,4.0,35.0,35.0
アッチャゴーラ,4.625,8.0,17,4.0,35.0,6.5625
アッチョンブリケ,10.4,10.0,6,4.0,35.0,21.0
アッティラ,7.176470588235294,14.0,18,4.0,35.0,4.117647058823529
アッティーヴォ,10.5,9.0,3,4.0,0.0,0.0
アットアブラスト,7.08,9.0,26,4.0,35.0,21.0
アットザホップ,11.0,11.0,7,4.0,0.0,0.0
アットザラヴアスク,15.0,15.0,2,4.0,35.0,35.0
アットワンス,7.5,5.0,5,4.0,35.0,17.5
アッパーウォーター,3.5,4.0,3,4.0,35.0,17.5
アップステート,8.0,8.0,1,4.0,35.0,35.0
アップストローク,6.64,13.0,26,4.0,35.0,8.4
アップターンデイ,8.0,8.0,1,4.0,35.0,35.0
アップデート,7.5,7.0,7,4.0,0.0,0.0
アップトゥミー,6.285714285714286,3.0,8,4.0,0.0,0.0
アップフルーク,10.294117647058824,12.0,18,4.0,35.0,4.117647058823529
アップライト,10.0,9.0,3,4.0,0.0,0.0
アップリンク,8.8,8.0,6,4.0,35.0,7.0
アップルハウス,8.25,10.0,5,4.0,0.0,0.0
アツィオーネ,10.0,10.0,2,4.0,35.0,35.0
アツキヤマト,7.266666666666667,4.0,16,4.0,35.0,21.0
アツンケル,15.0,15.0,2,4.0,35.0,35.0
アティラン,12.0,14.0,3,4.0,35.0,35.0
アティード,10.0,10.0,2,4.0,0.0,0.0
アテナガール,12.0,12.0,2,4.0,35.0,35.0
アテナパルテノス,10.666666666666666,10.0,4,4.0,0.0,0.0
アテンスマイル,3.5,2.0,3,4.0,0.0,0.0
アディクテッドラン,11.25,9.0,5,4.0,0.0,0.0
アデニウム,9.666666666666666,11.0,4,4.0,0.0,0.0
アデランテ,4.666666666666667,1.0,7,4.0,0.0,0.0
アデルバローズ,6.5,7.0,3,4.0,35.0,35.0
アデルフィー,5.875,5.0,9,4.0,35.0,26.25
アデーレカフェ,11.0,11.0,2,4.0,0.0,0.0
アトミックフレア,6.555555555555555,7.0,10,4.0,35.0,3.888888888888889
アトミックブレス,2.0,1.0,3,4.0,35.0,35.0
アトモス,5.75,11.0,5,4.0,35.0,17.5
アトラクティーボ,6.928571428571429,4.0,15,4.0,35.0,7.5
アトラクトラン,9.4,15.0,6,4.0,35.0,14.0
アトラステソーロ,5.0,5.0,2,4.0,35.0,35.0
アトラーレ,9.25,9.0,5,4.0,35.0,35.0
アトリ,7.75,13.0,5,4.0,35.0,26.25
アトリウムチャペル,5.916666666666667,4.0,13,4.0,35.0,8.75
アトレッタ,1.0,1.0,2,4.0,35.0,35.0
アトロルーベンス,8.0,8.0,1,4.0,35.0,35.0
アドアプローズ,9.076923076923077,9.0,14,4.0,35.0,5.384615384615385
アドゥールグロー,12.0,8.0,4,4.0,0.0,0.0
アドバンスオーセン,15.0,15.0,2,4.0,0.0,0.0
アドバンスドリーム,12.333333333333334,13.0,4,4.0,0.0,0.0
アドバンスファラオ,7.846153846153846,14.0,14,4.0,35.0,16.153846153846153
アドバンスモダン,10.666666666666666,10.0,4,4.0,35.0,23.333333333333332
アドバンテスロード,8.5,13.0,5,4.0,35.0,17.5
アドフランマム,5.545454545454546,5.0,12,4.0,35.0,28.636363636363637
アドベントシーズン,7.2,7.0,6,4.0,0.0,0.0
アドマイヤアストラ,1.75,1.0,5,4.0,35.0,17.5
アドマイヤアルバ,8.0,8.0,1,4.0,35.0,35.0
アドマイヤアーデル,11.333333333333334,14.0,4,4.0,0.0,0.0
アドマイヤイル,5.0,11.0,4,4.0,0.0,0.0
アドマイヤウルトラ,6.5,14.0,5,4.0,35.0,26.25
アドマイヤエイジア,6.0,4.0,5,4.0,0.0,0.0
アドマイヤクワッズ,2.2,3.0,6,4.0,35.0,28.0
アドマイヤコーク,7.666666666666667,10.0,4,4.0,35.0,11.666666666666666
アドマイヤサジー,5.5,5.0,15,4.0,35.0,5.0
アドマイヤシュラ,2.5,4.0,3,4.0,35.0,35.0
アドマイヤジェイ,3.272727272727273,3.0,12,4.0,35.0,15.909090909090908
アドマイヤズーム,5.4,6.0,6,4.0,35.0,14.0
アドマイヤソラ,5.285714285714286,7.0,8,4.0,35.0,5.0
アドマイヤテラ,3.1818181818181817,3.0,12,4.0,35.0,12.727272727272727
アドマイヤデイトナ,4.5,14.0,7,4.0,35.0,5.833333333333333
アドマイヤハイジ,14.0,14.0,3,4.0,0.0,0.0
アドマイヤハダル,7.0,7.0,2,4.0,0.0,0.0
アドマイヤハレー,7.666666666666667,16.0,7,4.0,0.0,0.0
アドマイヤパープル,7.0,7.0,2,4.0,35.0,35.0
アドマイヤビルゴ,11.0,10.0,4,4.0,0.0,0.0
アドマイヤフェニー,10.5,13.0,5,4.0,0.0,0.0
アドマイヤフク,9.5,16.0,3,4.0,35.0,17.5
アドマイヤベル,4.25,5.0,5,4.0,0.0,0.0
アドマイヤポーシュ,10.75,13.0,5,4.0,0.0,0.0
アドマイヤマイア,9.0,9.0,2,4.0,0.0,0.0
アドマイヤマツリ,2.6666666666666665,7.0,10,4.0,0.0,0.0
アドマイヤラヴィ,7.75,7.0,5,4.0,0.0,0.0
アドマイヤルプス,13.0,13.0,2,4.0,0.0,0.0
アドマイヤレビン,5.0,5.0,2,4.0,0.0,0.0
アドマーニ,13.0,12.0,3,4.0,0.0,0.0
アドミ,4.5,2.0,7,4.0,35.0,23.333333333333332
アドミラブルエース,8.2,5.0,6,4.0,35.0,7.0
アドミラルシップ,5.7368421052631575,10.0,20,4.0,35.0,11.052631578947368
アドラビーレ,7.142857142857143,4.0,8,4.0,35.0,35.0
アドラマリク,14.5,12.0,5,4.0,35.0,26.25
アドリアフレイバー,2.5,3.0,5,4.0,0.0,0.0
アドレニコル,8.0,8.0,1,4.0,35.0,35.0
アドヴァイス,8.181818181818182,5.0,12,4.0,35.0,3.1818181818181817
アドーネ,7.0,7.0,2,4.0,0.0,0.0
アナゴサン,6.909090909090909,7.0,12,4.0,35.0,15.909090909090908
アナザーエース,7.25,2.0,17,4.0,35.0,19.6875
アナザーフェイス,4.0,4.0,2,4.0,35.0,35.0
アナスタシス,6.0,11.0,10,4.0,35.0,7.777777777777778
アナベルアンヌリー,8.0,8.0,1,4.0,35.0,35.0
アナベルエクラ,12.333333333333334,10.0,7,4.0,0.0,0.0
アナベルケイツー,8.2,15.0,6,4.0,0.0,0.0
アナベルデアモンテ,12.0,16.0,4,4.0,35.0,35.0
アナベルヒマワリ,8.0,8.0,1,4.0,35.0,35.0
アナポリス,9.0,7.0,3,4.0,35.0,17.5
アナレクタ,10.1,14.0,11,4.0,35.0,7.0
アナレンマ,8.0,12.0,13,4.0,35.0,11.666666666666666
アナンシエーション,11.5,12.0,3,4.0,0.0,0.0
アニゴザントス,8.666666666666666,6.0,4,4.0,35.0,35.0
アニトラ,7.666666666666667,17.0,16,4.0,35.0,16.333333333333332
アニマシオン,9.0,13.0,4,4.0,0.0,0.0
アニマルキリシマ,9.0,9.0,2,4.0,0.0,0.0
アニマルボス,6.0,6.0,2,4.0,0.0,0.0
アニマレイ,3.2,5.0,11,4.0,35.0,21.0
アニュスノーバス,8.0,8.0,1,4.0,35.0,35.0
アニュレス,11.0,14.0,9,4.0,35.0,30.625
アニラ,9.666666666666666,9.0,7,4.0,35.0,5.833333333333333
アニージョ,11.0,12.0,5,4.0,35.0,17.5
アニーブレイク,10.0,11.0,5,4.0,0.0,0.0
アヌーク,10.666666666666666,9.0,7,4.0,0.0,0.0
アネゴハダ,10.0,14.0,8,4.0,0.0,0.0
アネッロ,16.0,18.0,4,4.0,0.0,0.0
アネッロデルビーノ,8.0,8.0,1,4.0,35.0,35.0
アネモス,6.25,5.0,13,4.0,35.0,17.5
アノヒノアヤマチ,14.0,14.0,2,4.0,0.0,0.0
アバットゥータ,7.5,2.0,13,4.0,35.0,35.0
アバヨナミダ,8.0,8.0,1,4.0,35.0,35.0
アバレリュウ,4.833333333333333,16.0,7,4.0,35.0,5.833333333333333
アバンダンス,14.0,12.0,3,4.0,0.0,0.0
アバンチュリエ,10.0,15.0,12,4.0,35.0,3.1818181818181817
アバンデル,4.333333333333333,5.0,10,4.0,0.0,0.0
アパイシュナール,6.066666666666666,11.0,16,4.0,35.0,9.333333333333334
アパショナード,8.428571428571429,8.0,8,4.0,0.0,0.0
アパタイトテソーロ,4.2,6.0,6,4.0,35.0,21.0
アパッシメント,6.166666666666667,10.0,7,4.0,35.0,11.666666666666666
アパレイユ,4.6,2.0,6,4.0,35.0,28.0
アビエルト,9.0,9.0,2,4.0,0.0,0.0
アビエーション,8.5,14.0,5,4.0,35.0,8.75
アビッグチア,11.142857142857142,16.0,8,4.0,0.0,0.0
アビッサルスター,7.5,15.0,5,4.0,0.0,0.0
アビヤント,10.0,10.0,2,4.0,35.0,35.0
アビラーシャ,5.0,3.0,3,4.0,35.0,35.0
アビル,3.3333333333333335,6.0,4,4.0,35.0,35.0
アピーリングルック,2.4,4.0,11,4.0,35.0,7.0
アファリン,7.666666666666667,13.0,4,4.0,35.0,11.666666666666666
アファン,8.0,8.0,1,4.0,35.0,35.0
アフィリオン,11.666666666666666,15.0,7,4.0,0.0,0.0
アフェシス,11.25,7.0,5,4.0,35.0,35.0
アフタヌーンティー,13.0,12.0,3,4.0,0.0,0.0
アフトクラーティラ,8.1875,2.0,17,4.0,35.0,6.5625
アフリカンゴールド,8.0,8.0,1,4.0,35.0,35.0
アフリカンビート,8.0,8.0,1,4.0,35.0,35.0
アフリカンブラック,11.333333333333334,8.0,4,4.0,35.0,35.0
アフロマン,8.0,8.0,1,4.0,35.0,35.0
アブキールベイ,4.777777777777778,13.0,10,4.0,35.0,27.22222222222222
アブストゥルース,10.333333333333334,12.0,7,4.0,0.0,0.0
アブデラザール,14.0,14.0,2,4.0,0.0,0.0
アブラカタブラ,9.25,16.0,5,4.0,0.0,0.0
アプラド,7.0,9.0,8,4.0,0.0,0.0
アプローチ,13.75,16.0,5,4.0,0.0,0.0
アヘッド,7.666666666666667,5.0,4,4.0,0.0,0.0
アベベ,8.470588235294118,12.0,18,4.0,35.0,8.235294117647058
アポロハクジャ,14.166666666666666,14.0,7,4.0,35.0,11.666666666666666
アポロプラネット,8.615384615384615,12.0,14,4.0,35.0,8.076923076923077
アポロマインド,10.0,10.0,2,4.0,35.0,35.0
アポロルタ,7.9,12.0,11,4.0,35.0,3.5
アポロンテソーロ,12.5,13.0,3,4.0,0.0,0.0
アマイ,6.421052631578948,9.0,20,4.0,35.0,11.052631578947368
アマイクチヅケ,9.0,8.0,5,4.0,35.0,35.0
アマキヒ,4.666666666666667,1.0,10,4.0,35.0,15.555555555555555
アマギール,13.333333333333334,10.0,4,4.0,0.0,0.0
アマソナ,12.6,14.0,6,4.0,0.0,0.0
アマテラスイメル,8.0,8.0,1,4.0,35.0,35.0
アマノカグヤマ,8.0,8.0,1,4.0,35.0,35.0
アマノガワギンガ,8.0,8.0,1,4.0,35.0,35.0
アマビエ,14.5,15.0,5,4.0,35.0,35.0
アマミツツキ,8.8,1.0,6,4.0,0.0,0.0
アマモト,5.888888888888889,5.0,10,4.0,0.0,0.0
アマルナ,7.5,7.0,9,4.0,35.0,4.375
アマルフィレモン,13.0,9.0,4,4.0,0.0,0.0
アマルフィー,16.0,16.0,2,4.0,35.0,35.0
アマンテビアンコ,8.0,8.0,1,4.0,35.0,35.0
アマンディーヌ,10.0,14.0,5,4.0,0.0,0.0
アマントアスク,8.0,10.0,6,4.0,0.0,0.0
アマンヘセル,8.0,8.0,1,4.0,35.0,35.0
アマートカヴァロ,7.222222222222222,10.0,10,4.0,35.0,3.888888888888889
アミアン,8.125,3.0,9,4.0,0.0,0.0
アミグダラ,9.0,13.0,9,4.0,35.0,4.375
アミナス,8.8,9.0,6,4.0,35.0,35.0
アミマネラ,14.0,14.0,3,4.0,0.0,0.0
アミュニション,5.25,5.0,5,4.0,0.0,0.0
アミラジオネ,7.571428571428571,6.0,8,4.0,35.0,10.0
アミラル,4.0,1.0,5,4.0,35.0,35.0
アムレートゥム,5.25,3.0,5,4.0,0.0,0.0
アムンラー,6.2,3.0,6,4.0,0.0,0.0
アムールドパリ,3.230769230769231,10.0,14,4.0,35.0,8.076923076923077
アムールベル,9.0,13.0,4,4.0,0.0,0.0
アムールリーベ,5.473684210526316,9.0,20,4.0,35.0,12.894736842105264
アメアメフレフレ,8.666666666666666,11.0,4,4.0,35.0,35.0
アメジストテソーロ,14.5,15.0,3,4.0,35.0,17.5
アメジストブラック,4.416666666666667,4.0,13,4.0,35.0,8.75
アメジストブリエ,7.5,6.0,3,4.0,35.0,35.0
アメジストブルー,9.5,10.0,5,4.0,35.0,35.0
アメジストロード,10.5,12.0,5,4.0,35.0,35.0
アメティスタ,1.3333333333333333,1.0,4,4.0,35.0,23.333333333333332
アメテュストス,3.6,8.0,6,4.0,35.0,21.0
アメトリーチェ,11.5,8.0,3,4.0,0.0,0.0
アメリカンイズム,4.5,2.0,3,4.0,35.0,35.0
アメリカンエール,8.583333333333334,11.0,13,4.0,35.0,14.583333333333334
アメリカンクール,11.0,13.0,3,4.0,0.0,0.0
アメリカンコール,1.0,1.0,2,4.0,35.0,35.0
アメリカンサクラ,9.0,5.0,4,4.0,35.0,35.0
アメリカンジゴロ,15.0,15.0,2,4.0,35.0,35.0
アメリカンスタイル,5.5,1.0,3,4.0,35.0,35.0
アメリカンステージ,1.8333333333333333,2.0,7,4.0,35.0,5.833333333333333
アメリカンタロー,10.0,5.0,5,4.0,35.0,35.0
アメリカンダンス,8.0,8.0,2,4.0,35.0,35.0
アメリカンチケット,6.7,11.0,11,4.0,35.0,14.0
アメリカンチーフ,5.882352941176471,10.0,18,4.0,35.0,14.411764705882353
アメリカンバー,3.2857142857142856,6.0,8,4.0,35.0,30.0
アメリカンパウダー,6.0,6.0,2,4.0,35.0,35.0
アメリカンビキニ,3.0,7.0,9,4.0,35.0,21.875
アメリカンビヨンド,6.666666666666667,12.0,7,4.0,35.0,23.333333333333332
アメリカンビーチ,1.0,1.0,2,4.0,0.0,0.0
アメリカンピース,3.823529411764706,9.0,18,4.0,35.0,14.411764705882353
アメリカンポリス,5.0,11.0,5,4.0,35.0,35.0
アメリカンマーチ,6.181818181818182,8.0,12,4.0,35.0,9.545454545454545
アメリカンミューズ,15.0,15.0,2,4.0,0.0,0.0
アメリカンランナー,3.5714285714285716,10.0,15,4.0,35.0,7.5
アメリカンロマン,12.666666666666666,14.0,4,4.0,35.0,23.333333333333332
アメリータ,8.625,6.0,9,4.0,0.0,0.0
アメージング,6.714285714285714,12.0,8,4.0,35.0,15.0
アメージングハナビ,6.75,5.0,5,4.0,35.0,26.25
アモールエテルノ,11.0,10.0,5,4.0,0.0,0.0
アヤチャンス,11.0,11.0,3,4.0,0.0,0.0
アユツリムスメ,11.0,11.0,2,4.0,35.0,35.0
アユツリー,4.285714285714286,5.0,8,4.0,0.0,0.0
アライアンスデイ,12.0,15.0,4,4.0,0.0,0.0
アライバル,8.0,8.0,1,4.0,35.0,35.0
アライブテーラー,14.0,14.0,2,4.0,35.0,35.0
アラウズ,14.0,15.0,3,4.0,35.0,35.0
アラカザーム,9.0,7.0,10,4.0,0.0,0.0
アラクシュミー,9.5,13.0,3,4.0,35.0,35.0
アラクラン,6.666666666666667,1.0,4,4.0,35.0,11.666666666666666
アラクレ,9.666666666666666,11.0,7,4.0,0.0,0.0
アラゴナイト,6.666666666666667,6.0,4,4.0,0.0,0.0
アラシヲヨブオトコ,9.0,9.0,2,4.0,0.0,0.0
アラスカフレイバー,3.875,9.0,9,4.0,35.0,21.875
アラタ,8.454545454545455,15.0,12,4.0,35.0,12.727272727272727
アラタマファルクス,16.0,16.0,2,4.0,0.0,0.0
アラタマフェーヴル,5.5,7.0,13,4.0,35.0,5.833333333333333
アラック,8.6,4.0,6,4.0,35.0,21.0
アラナコア,4.434782608695652,7.0,24,4.0,35.0,19.782608695652176
アラバンサ,11.666666666666666,12.0,7,4.0,35.0,35.0
アラビアンジョイ,6.25,3.0,5,4.0,35.0,35.0
アラビアンドリーム,4.0,4.0,4,4.0,35.0,35.0
アラブル,11.0,8.0,4,4.0,0.0,0.0
アラベスク,14.5,15.0,3,4.0,35.0,35.0
アラベラ,4.714285714285714,1.0,8,4.0,35.0,30.0
アラマンダ,11.0,17.0,4,4.0,35.0,11.666666666666666
アラムシャピラス,2.3333333333333335,2.0,4,4.0,35.0,35.0
アラムベイ,4.0,5.0,3,4.0,35.0,17.5
アラモアナ,6.25,5.0,5,4.0,35.0,35.0
アララララ,7.222222222222222,4.0,10,4.0,35.0,7.777777777777778
アラレタバシル,4.2631578947368425,7.0,20,4.0,35.0,16.57894736842105
アラワレワタル,8.0,8.0,1,4.0,35.0,35.0
アランカール,2.5,3.0,5,4.0,35.0,26.25
アランチャータ,8.0,8.0,1,4.0,35.0,35.0
アランデル,3.0,7.0,4,4.0,35.0,11.666666666666666
アランヴェリテ,7.375,10.0,9,4.0,0.0,0.0
アリアス,5.8,4.0,6,4.0,35.0,35.0
アリアドネ,8.0,8.0,1,4.0,35.0,35.0
アリアファブラ,9.0,13.0,3,4.0,35.0,35.0
アリアベルデ,11.0,11.0,4,4.0,35.0,23.333333333333332
アリアルブラック,5.833333333333333,5.0,13,4.0,35.0,5.833333333333333
アリアーネ,8.0,8.0,1,4.0,35.0,35.0
アリエスキング,5.666666666666667,11.0,10,4.0,35.0,11.666666666666666
アリオーンスマイル,12.666666666666666,13.0,4,4.0,0.0,0.0
アリススプリングス,8.0,8.0,1,4.0,35.0,35.0
アリステア,7.25,12.0,5,4.0,35.0,8.75
アリストキャット,11.0,11.0,2,4.0,0.0,0.0
アリストクラシア,5.142857142857143,4.0,15,4.0,35.0,25.0
アリストクラット,7.6,5.0,6,4.0,35.0,35.0
アリストテレス,12.0,9.0,3,4.0,0.0,0.0
アリストロシュ,9.166666666666666,7.0,7,4.0,0.0,0.0
アリスノヒトミ,11.0,11.0,2,4.0,0.0,0.0
アリスバリー,8.0,8.0,1,4.0,35.0,35.0
アリスメティーク,3.142857142857143,3.0,8,4.0,35.0,10.0
アリスヴィクトリア,8.0,8.0,4,4.0,0.0,0.0
アリスヴェリテ,4.125,5.0,9,4.0,0.0,0.0
アリディプラチノ,6.333333333333333,8.0,4,4.0,35.0,35.0
アリハム,4.0,4.0,2,4.0,35.0,35.0
アリュウ,10.0,10.0,2,4.0,35.0,35.0
アリュシナシオン,10.0,12.0,3,4.0,0.0,0.0
アリュールテーラー,1.5,2.0,3,4.0,0.0,0.0
アリーエテルネ,16.0,16.0,3,4.0,0.0,0.0
アリーチェ,12.142857142857142,15.0,8,4.0,0.0,0.0
アリーバ,5.777777777777778,16.0,10,4.0,35.0,3.888888888888889
アリーワーク,13.666666666666666,13.0,4,4.0,35.0,11.666666666666666
アルアーシャ,13.0,13.0,2,4.0,0.0,0.0
アルウラメファ,8.0,8.0,1,4.0,35.0,35.0
アルカディアカフェ,2.0,3.0,4,4.0,35.0,11.666666666666666
アルカナエ,14.0,14.0,7,4.0,35.0,5.833333333333333
アルカマル,10.0,14.0,4,4.0,35.0,11.666666666666666
アルカラス,14.25,14.0,5,4.0,35.0,8.75
アルカンサス,5.7272727272727275,11.0,23,4.0,35.0,17.5
アルガムベイ,3.5,4.0,7,4.0,35.0,5.833333333333333
アルクドラ,10.666666666666666,9.0,4,4.0,35.0,35.0
アルクノワール,14.0,13.0,3,4.0,35.0,17.5
アルケミラモリス,9.25,9.0,5,4.0,35.0,26.25
アルゲンテウス,5.294117647058823,5.0,18,4.0,35.0,16.470588235294116
アルコア,4.0,4.0,2,4.0,0.0,0.0
アルゴナヴィス,4.833333333333333,10.0,19,4.0,35.0,11.666666666666666
アルサクレイグ,9.333333333333334,15.0,4,4.0,35.0,11.666666666666666
アルサック,3.6666666666666665,6.0,7,4.0,35.0,17.5
アルサプーア,8.0,8.0,1,4.0,35.0,35.0
アルシオーネ,3.6666666666666665,7.0,4,4.0,35.0,11.666666666666666
アルシミスト,8.625,13.0,9,4.0,35.0,8.75
アルシャリフ,10.333333333333334,11.0,4,4.0,0.0,0.0
アルシャンティ,9.333333333333334,12.0,7,4.0,35.0,17.5
アルシンダガ,11.0,11.0,2,4.0,0.0,0.0
アルジェンタージョ,6.090909090909091,5.0,23,4.0,35.0,17.5
アルジェンテーラ,2.0,2.0,2,4.0,35.0,35.0
アルジェントステラ,8.0,8.0,1,4.0,35.0,35.0
アルジャヒリ,6.0,8.0,4,4.0,0.0,0.0
アルジョンテ,8.0,8.0,1,4.0,35.0,35.0
アルジーヌ,2.125,4.0,9,4.0,0.0,0.0
アルスカー,11.5,11.0,3,4.0,0.0,0.0
アルスマグナ,6.6,8.0,6,4.0,35.0,28.0
アルセナール,6.875,12.0,9,4.0,35.0,8.75
アルタティール,10.333333333333334,15.0,4,4.0,35.0,35.0
アルタビスタ,9.2,7.0,11,4.0,35.0,14.0
アルダ,11.666666666666666,11.0,4,4.0,35.0,35.0
アルテアシップ,8.0,8.0,1,4.0,35.0,35.0
アルティオーラ,13.0,11.0,3,4.0,35.0,17.5
アルティソナンテ,7.0,12.0,4,4.0,35.0,11.666666666666666
アルティテュード,3.25,7.0,5,4.0,35.0,8.75
アルティマローネ,8.0,8.0,2,4.0,35.0,35.0
アルティーノ,12.5,12.0,3,4.0,35.0,35.0
アルテボーイ,6.666666666666667,5.0,4,4.0,0.0,0.0
アルテミーナ,10.0,8.0,7,4.0,0.0,0.0
アルテヴェローチェ,7.777777777777778,13.0,10,4.0,35.0,23.333333333333332
アルディオール,11.0,8.0,5,4.0,0.0,0.0
アルディスティーノ,7.555555555555555,4.0,10,4.0,35.0,19.444444444444443
アルディマジオ,8.0,8.0,1,4.0,35.0,35.0
アルディメント,11.0,11.0,2,4.0,35.0,35.0
アルデキングダム,3.875,1.0,9,4.0,35.0,21.875
アルデココ,11.6,16.0,6,4.0,0.0,0.0
アルデコンティ,12.5,14.0,3,4.0,0.0,0.0
アルデショワ,4.333333333333333,1.0,10,4.0,35.0,7.777777777777778
アルデスト,13.5,16.0,3,4.0,0.0,0.0
アルデツヨシ,8.733333333333333,12.0,16,4.0,35.0,14.0
アルデトップガン,4.166666666666667,5.0,7,4.0,35.0,29.166666666666668
アルデドゥオーモ,7.375,7.0,17,4.0,35.0,8.75
アルデナイン,15.0,15.0,2,4.0,35.0,35.0
アルデバローズ,9.5,11.0,3,4.0,0.0,0.0
アルデフォックス,6.875,3.0,9,4.0,35.0,13.125
アルデマン,9.0,9.0,2,4.0,35.0,35.0
アルデムラータ,8.571428571428571,15.0,8,4.0,35.0,10.0
アルデヤーノ,10.166666666666666,10.0,7,4.0,0.0,0.0
アルデラックス,5.0,2.0,3,4.0,35.0,17.5
アルデリシャス,11.666666666666666,13.0,4,4.0,0.0,0.0
アルトゥーム,5.904761904761905,8.0,22,4.0,35.0,18.333333333333332
アルトシュタット,10.0,10.0,5,4.0,35.0,17.5
アルトラムス,7.333333333333333,3.0,4,4.0,35.0,35.0
アルドール,4.857142857142857,6.0,8,4.0,35.0,10.0
アルドーレ,13.4,13.0,6,4.0,0.0,0.0
アルナイル,8.0,16.0,6,4.0,0.0,0.0
アルナシーム,6.538461538461538,6.0,14,4.0,35.0,8.076923076923077
アルナブ,13.0,13.0,2,4.0,35.0,35.0
アルナージェイン,17.0,17.0,2,4.0,0.0,0.0
アルニャート,16.0,16.0,3,4.0,0.0,0.0
アルニラム,5.5,7.0,15,4.0,35.0,10.0
アルハイルフォート,5.4,4.0,11,4.0,35.0,10.5
アルバニクス,12.0,11.0,4,4.0,35.0,23.333333333333332
アルバニー,8.5,5.0,7,4.0,35.0,23.333333333333332
アルバパテラ,8.0,8.0,1,4.0,35.0,35.0
アルバンヌ,2.5,6.0,5,4.0,35.0,26.25
アルバーチョ,14.5,14.0,3,4.0,35.0,17.5
アルパインハット,5.8,3.0,6,4.0,35.0,28.0
アルヒジュル,10.25,8.0,5,4.0,0.0,0.0
アルビオン,14.333333333333334,18.0,4,4.0,35.0,35.0
アルビス,10.4,7.0,6,4.0,0.0,0.0
アルビージャ,6.333333333333333,10.0,4,4.0,35.0,11.666666666666666
アルピナセブン,9.833333333333334,13.0,7,4.0,35.0,11.666666666666666
アルピニスト,4.833333333333333,2.0,7,4.0,0.0,0.0
アルピノ,7.8,12.0,6,4.0,35.0,28.0
アルファインディ,5.375,9.0,9,4.0,0.0,0.0
アルファウィンザー,7.857142857142857,9.0,8,4.0,0.0,0.0
アルファウェーブ,7.5,6.0,5,4.0,0.0,0.0
アルファシリウス,11.25,7.0,5,4.0,35.0,17.5
アルファシーナ,9.5,9.0,5,4.0,35.0,17.5
アルファヒディ,8.636363636363637,14.0,12,4.0,35.0,6.363636363636363
アルファベガ,13.666666666666666,14.0,4,4.0,35.0,35.0
アルファマム,6.0,7.0,15,4.0,35.0,12.5
アルファマリブ,8.0,8.0,1,4.0,35.0,35.0
アルファリラエ,7.0,7.0,2,4.0,35.0,35.0
アルファローバ,8.0,8.0,1,4.0,35.0,35.0
アルフィオーレ,11.0,8.0,3,4.0,0.0,0.0
アルフィー,8.0,8.0,1,4.0,35.0,35.0
アルプスオジョー,8.9,13.0,11,4.0,35.0,3.5
アルヘンティニータ,6.076923076923077,4.0,14,4.0,35.0,2.6923076923076925
アルベリック,6.875,6.0,17,4.0,35.0,13.125
アルペジオ,8.0,8.0,1,4.0,35.0,35.0
アルペングロー,3.0,4.0,4,4.0,35.0,35.0
アルペンローゼ,7.333333333333333,8.0,4,4.0,35.0,35.0
アルボロート,14.0,14.0,2,4.0,0.0,0.0
アルマグラース,11.214285714285714,14.0,15,4.0,35.0,10.0
アルマサーガ,12.333333333333334,17.0,4,4.0,35.0,35.0
アルマジャック,5.5,2.0,3,4.0,0.0,0.0
アルマデオロ,3.1,3.0,11,4.0,35.0,21.0
アルマドラード,9.5,12.0,7,4.0,0.0,0.0
アルママ,8.0,8.0,1,4.0,35.0,35.0
アルマリアルト,8.0,6.0,6,4.0,0.0,0.0
アルマリカシバ,6.1,4.0,11,4.0,35.0,3.5
アルマリブレ,8.0,8.0,1,4.0,35.0,35.0
